date,b117,cali,delta
2021-08-05,0.0405606,0.0000004,0.9496855
2021-08-06,0.0405326,0.0000004,0.9497232
2021-08-07,0.0405080,0.0000004,0.9497564
2021-08-08,0.0404863,0.0000003,0.9497857
2021-08-09,0.0404672,0.0000003,0.9498114
2021-08-10,0.0404504,0.0000003,0.9498340
2021-08-11,0.0404356,0.0000003,0.9498539
2021-08-12,0.0404226,0.0000002,0.9498714
2021-08-13,0.0404111,0.0000002,0.9498869
2021-08-14,0.0404011,0.0000002,0.9499004
2021-08-15,0.0403922,0.0000002,0.9499124
2021-08-16,0.0403844,0.0000002,0.9499229
2021-08-17,0.0403775,0.0000002,0.9499322
2021-08-18,0.0403715,0.0000001,0.9499403
2021-08-19,0.0403662,0.0000001,0.9499475
2021-08-20,0.0403615,0.0000001,0.9499538
2021-08-21,0.0403574,0.0000001,0.9499593
2021-08-22,0.0403537,0.0000001,0.9499642
2021-08-23,0.0403506,0.0000001,0.9499685
2021-08-24,0.0403477,0.0000001,0.9499723
2021-08-25,0.0403453,0.0000001,0.9499756
2021-08-26,0.0403431,0.0000001,0.9499785
2021-08-27,0.0403412,0.0000001,0.9499811
2021-08-28,0.0403395,0.0000001,0.9499834
2021-08-29,0.0403380,0.0000001,0.9499854
2021-08-30,0.0403367,0.0000001,0.9499871
2021-08-31,0.0403356,0.0000000,0.9499887
2021-09-01,0.0403346,0.0000000,0.9499900
2021-09-02,0.0403337,0.0000000,0.9499912
2021-09-03,0.0403329,0.0000000,0.9499923
2021-09-04,0.0403322,0.0000000,0.9499932
2021-09-05,0.0403316,0.0000000,0.9499940
2021-09-06,0.0403311,0.0000000,0.9499947
2021-09-07,0.0403306,0.0000000,0.9499954
2021-09-08,0.0403302,0.0000000,0.9499959
2021-09-09,0.0403298,0.0000000,0.9499964
2021-09-10,0.0403295,0.0000000,0.9499968
2021-09-11,0.0403292,0.0000000,0.9499972
2021-09-12,0.0403290,0.0000000,0.9499976
2021-09-13,0.0403288,0.0000000,0.9499978
2021-09-14,0.0403286,0.0000000,0.9499981
2021-09-15,0.0403284,0.0000000,0.9499983
2021-09-16,0.0403282,0.0000000,0.9499985
2021-09-17,0.0403281,0.0000000,0.9499987
2021-09-18,0.0403280,0.0000000,0.9499989
2021-09-19,0.0403279,0.0000000,0.9499990
2021-09-20,0.0403278,0.0000000,0.9499991
2021-09-21,0.0403277,0.0000000,0.9499992
2021-09-22,0.0403277,0.0000000,0.9499993
2021-09-23,0.0403276,0.0000000,0.9499994
2021-09-24,0.0403276,0.0000000,0.9499995
2021-09-25,0.0403275,0.0000000,0.9499995
2021-09-26,0.0403275,0.0000000,0.9499996
2021-09-27,0.0403274,0.0000000,0.9499996
2021-09-28,0.0403274,0.0000000,0.9499997
2021-09-29,0.0403274,0.0000000,0.9499997
2021-09-30,0.0403273,0.0000000,0.9499998
2021-10-01,0.0403273,0.0000000,0.9499998
2021-10-02,0.0403273,0.0000000,0.9499998
2021-10-03,0.0403273,0.0000000,0.9499998
2021-10-04,0.0403273,0.0000000,0.9499999
2021-10-05,0.0403273,0.0000000,0.9499999
2021-10-06,0.0403272,0.0000000,0.9499999
2021-10-07,0.0403272,0.0000000,0.9499999
2021-10-08,0.0403272,0.0000000,0.9499999
2021-10-09,0.0403272,0.0000000,0.9499999
2021-10-10,0.0403272,0.0000000,0.9499999
2021-10-11,0.0403272,0.0000000,0.9499999
2021-10-12,0.0403272,0.0000000,0.9499999
2021-10-13,0.0403272,0.0000000,0.9500000
2021-10-14,0.0403272,0.0000000,0.9500000
2021-10-15,0.0403272,0.0000000,0.9500000
2021-10-16,0.0403272,0.0000000,0.9500000
2021-10-17,0.0403272,0.0000000,0.9500000
2021-10-18,0.0403272,0.0000000,0.9500000
2021-10-19,0.0403272,0.0000000,0.9500000
2021-10-20,0.0403272,0.0000000,0.9500000
2021-10-21,0.0403272,0.0000000,0.9500000
2021-10-22,0.0403272,0.0000000,0.9500000
2021-10-23,0.0403272,0.0000000,0.9500000
2021-10-24,0.0403272,0.0000000,0.9500000
2021-10-25,0.0403272,0.0000000,0.9500000
2021-10-26,0.0403272,0.0000000,0.9500000
2021-10-27,0.0403272,0.0000000,0.9500000
2021-10-28,0.0403272,0.0000000,0.9500000
2021-10-29,0.0403272,0.0000000,0.9500000
2021-10-30,0.0403272,0.0000000,0.9500000
2021-10-31,0.0403272,0.0000000,0.9500000
2021-11-01,0.0403272,0.0000000,0.9500000
2021-11-02,0.0403272,0.0000000,0.9500000
2021-11-03,0.0403272,0.0000000,0.9500000
2021-11-04,0.0403272,0.0000000,0.9500000
2021-11-05,0.0403272,0.0000000,0.9500000
2021-11-06,0.0403272,0.0000000,0.9500000
2021-11-07,0.0403272,0.0000000,0.9500000
2021-11-08,0.0403272,0.0000000,0.9500000
2021-11-09,0.0403272,0.0000000,0.9500000
2021-11-10,0.0403272,0.0000000,0.9500000
2021-11-11,0.0403272,0.0000000,0.9500000
2021-11-12,0.0403272,0.0000000,0.9500000
2021-11-13,0.0403272,0.0000000,0.9500000
2021-11-14,0.0403272,0.0000000,0.9500000
2021-11-15,0.0403272,0.0000000,0.9500000
2021-11-16,0.0403272,0.0000000,0.9500000
2021-11-17,0.0403272,0.0000000,0.9500000
2021-11-18,0.0403272,0.0000000,0.9500000
2021-11-19,0.0403272,0.0000000,0.9500000
2021-11-20,0.0403272,0.0000000,0.9500000
2021-11-21,0.0403272,0.0000000,0.9500000
2021-11-22,0.0403272,0.0000000,0.9500000
2021-11-23,0.0403272,0.0000000,0.9500000
2021-11-24,0.0403272,0.0000000,0.9500000
2021-11-25,0.0403272,0.0000000,0.9500000
2021-11-26,0.0403272,0.0000000,0.9500000
2021-11-27,0.0403272,0.0000000,0.9500000
2021-11-28,0.0403272,0.0000000,0.9500000
2021-11-29,0.0403272,0.0000000,0.9500000
2021-11-30,0.0403272,0.0000000,0.9500000
2021-12-01,0.0403272,0.0000000,0.9500000
2021-12-02,0.0403272,0.0000000,0.9500000
2021-12-03,0.0403272,0.0000000,0.9500000
2021-12-04,0.0403272,0.0000000,0.9500000
2021-12-05,0.0403272,0.0000000,0.9500000
2021-12-06,0.0403272,0.0000000,0.9500000
2021-12-07,0.0403272,0.0000000,0.9500000
2021-12-08,0.0403272,0.0000000,0.9500000
2021-12-09,0.0403272,0.0000000,0.9500000
2021-12-10,0.0403272,0.0000000,0.9500000
2021-12-11,0.0403272,0.0000000,0.9500000
2021-12-12,0.0403272,0.0000000,0.9500000
2021-12-13,0.0403272,0.0000000,0.9500000
2021-12-14,0.0403272,0.0000000,0.9500000
2021-12-15,0.0403272,0.0000000,0.9500000
2021-12-16,0.0403272,0.0000000,0.9500000
2021-12-17,0.0403272,0.0000000,0.9500000
2021-12-18,0.0403272,0.0000000,0.9500000
2021-12-19,0.0403272,0.0000000,0.9500000
2021-12-20,0.0403272,0.0000000,0.9500000
2021-12-21,0.0403272,0.0000000,0.9500000
2021-12-22,0.0403272,0.0000000,0.9500000
2021-12-23,0.0403272,0.0000000,0.9500000
2021-12-24,0.0403272,0.0000000,0.9500000
2021-12-25,0.0403272,0.0000000,0.9500000
2021-12-26,0.0403272,0.0000000,0.9500000
2021-12-27,0.0403272,0.0000000,0.9500000
2021-12-28,0.0403272,0.0000000,0.9500000
2021-12-29,0.0403272,0.0000000,0.9500000
2021-12-30,0.0403272,0.0000000,0.9500000
2021-12-31,0.0403272,0.0000000,0.9500000
2022-01-01,0.0403272,0.0000000,0.9500000
2022-01-02,0.0403272,0.0000000,0.9500000
2022-01-03,0.0403272,0.0000000,0.9500000
2022-01-04,0.0403272,0.0000000,0.9500000
2022-01-05,0.0403272,0.0000000,0.9500000
2022-01-06,0.0403272,0.0000000,0.9500000
2022-01-07,0.0403272,0.0000000,0.9500000
2022-01-08,0.0403272,0.0000000,0.9500000
2022-01-09,0.0403272,0.0000000,0.9500000
2022-01-10,0.0403272,0.0000000,0.9500000
2022-01-11,0.0403272,0.0000000,0.9500000
2022-01-12,0.0403272,0.0000000,0.9500000
2022-01-13,0.0403272,0.0000000,0.9500000
2022-01-14,0.0403272,0.0000000,0.9500000
2022-01-15,0.0403272,0.0000000,0.9500000
2022-01-16,0.0403272,0.0000000,0.9500000
2022-01-17,0.0403272,0.0000000,0.9500000
2022-01-18,0.0403272,0.0000000,0.9500000
2022-01-19,0.0403272,0.0000000,0.9500000
2022-01-20,0.0403272,0.0000000,0.9500000
2022-01-21,0.0403272,0.0000000,0.9500000
2022-01-22,0.0403272,0.0000000,0.9500000
2022-01-23,0.0403272,0.0000000,0.9500000
2022-01-24,0.0403272,0.0000000,0.9500000
2022-01-25,0.0403272,0.0000000,0.9500000
2022-01-26,0.0403272,0.0000000,0.9500000
2022-01-27,0.0403272,0.0000000,0.9500000
2022-01-28,0.0403272,0.0000000,0.9500000
2022-01-29,0.0403272,0.0000000,0.9500000
2022-01-30,0.0403272,0.0000000,0.9500000
2022-01-31,0.0403272,0.0000000,0.9500000
2022-02-01,0.0403272,0.0000000,0.9500000
2022-02-02,0.0403272,0.0000000,0.9500000
2022-02-03,0.0403272,0.0000000,0.9500000
2022-02-04,0.0403272,0.0000000,0.9500000
2022-02-05,0.0403272,0.0000000,0.9500000
2022-02-06,0.0403272,0.0000000,0.9500000
2022-02-07,0.0403272,0.0000000,0.9500000
2022-02-08,0.0403272,0.0000000,0.9500000
2022-02-09,0.0403272,0.0000000,0.9500000
2022-02-10,0.0403272,0.0000000,0.9500000
2022-02-11,0.0403272,0.0000000,0.9500000
2022-02-12,0.0403272,0.0000000,0.9500000
2022-02-13,0.0403272,0.0000000,0.9500000
2022-02-14,0.0403272,0.0000000,0.9500000
2022-02-15,0.0403272,0.0000000,0.9500000
2022-02-16,0.0403272,0.0000000,0.9500000
2022-02-17,0.0403272,0.0000000,0.9500000
2022-02-18,0.0403272,0.0000000,0.9500000
2022-02-19,0.0403272,0.0000000,0.9500000
2022-02-20,0.0403272,0.0000000,0.9500000
2022-02-21,0.0403272,0.0000000,0.9500000
2022-02-22,0.0403272,0.0000000,0.9500000
2022-02-23,0.0403272,0.0000000,0.9500000
2022-02-24,0.0403272,0.0000000,0.9500000
2022-02-25,0.0403272,0.0000000,0.9500000
2022-02-26,0.0403272,0.0000000,0.9500000
2022-02-27,0.0403272,0.0000000,0.9500000
2022-02-28,0.0403272,0.0000000,0.9500000
